-14.613 -14.832 -17.054 -20.542 -22.737 -19.992 -12.511 -3.751 3.289 7.523 9.093 8.611 6.988 5.211 3.841 2.928 2.045 0.77 -0.706 -2.149 -3.54 -4.752 -5.785 -6.717 -7.543 -8.277 -8.781 -8.632 -7.381 -5.826 -2.723 
-13.469 -14.856 -18.363 -21.233 -18.87 -10.341 -0.687 5.639 8.165 8.266 7.138 5.628 4.189 3.104 2.223 1.289 0.069 -1.403 -2.799 -4.079 -5.289 -6.374 -7.329 -8.141 -8.828 -9.322 -9.529 -9.298 -8.023 -5.839 -2.864 
-12.731 -15.575 -18.984 -17.936 -9.152 2.0 8.182 8.957 7.412 5.572 4.039 3.034 2.251 1.479 0.565 -0.646 -2.012 -3.311 -4.528 -5.715 -6.825 -7.853 -8.782 -9.485 -10.013 -10.224 -10.038 -9.478 -8.146 -5.838 -2.768 
-12.84 -16.266 -16.961 -9.506 3.265 11.206 11.518 8.589 5.72 3.625 2.08 1.047 0.29 -0.483 -1.438 -2.643 -3.849 -4.942 -6.044 -7.176 -8.246 -9.236 -10.067 -10.602 -10.809 -10.601 -9.979 -9.016 -7.704 -5.869 -3.352 
-13.357 -15.333 -10.723 2.009 13.078 15.156 11.756 7.977 5.636 3.535 1.203 -0.527 -1.74 -2.667 -3.479 -4.416 -5.381 -6.387 -7.407 -8.487 -9.551 -10.519 -11.198 -11.399 -11.02 -10.232 -9.2 -8.125 -7.171 -6.191 -4.897 
-13.028 -11.122 -0.851 12.266 17.483 15.174 11.072 8.037 5.928 2.958 -0.249 -2.089 -3.383 -4.513 -5.254 -5.922 -6.724 -7.691 -8.622 -9.626 -10.702 -11.656 -12.158 -11.835 -10.672 -9.212 -7.976 -7.245 -6.979 -6.884 -6.62 
-10.212 -3.147 9.497 17.781 16.97 12.75 10.061 8.146 5.206 1.262 -1.234 -2.63 -4.249 -5.527 -6.441 -7.114 -7.883 -8.778 -9.612 -10.535 -11.648 -12.615 -12.915 -11.975 -10.011 -8.03 -6.884 -6.7 -7.053 -7.51 -7.701 
-3.788 6.54 16.126 17.652 13.34 9.5 8.873 7.713 4.501 1.52 0.204 -1.347 -3.791 -5.598 -6.958 -7.944 -8.781 -9.597 -10.355 -11.226 -12.345 -13.344 -13.515 -12.107 -9.614 -7.447 -6.523 -6.701 -7.306 -7.915 -8.186 
4.875 13.468 16.611 13.434 8.968 6.934 7.358 7.148 5.55 3.796 2.348 0.029 -2.906 -5.302 -7.222 -8.535 -9.456 -10.23 -10.945 -11.74 -12.782 -13.795 -13.943 -12.478 -10.027 -8.053 -7.348 -7.625 -8.224 -8.732 -8.894 
11.422 14.45 12.475 8.564 6.183 5.786 5.95 5.881 5.643 4.46 2.653 0.034 -2.847 -5.461 -7.595 -9.015 -10.027 -10.86 -11.529 -12.121 -12.961 -13.913 -14.134 -13.039 -11.21 -9.772 -9.333 -9.657 -10.182 -10.496 -10.406 
12.771 11.299 8.186 6.14 5.754 5.798 5.356 4.815 4.337 3.397 1.603 -0.883 -3.549 -6.082 -8.07 -9.452 -10.52 -11.477 -12.082 -12.416 -12.945 -13.715 -14.122 -13.701 -12.754 -11.974 -11.842 -12.3 -12.809 -12.954 -12.567 
